Timestamp,Elapsed_Time_s,Temp1_C,Temp2_C,Temp3_C,Volt1_V,Volt2_V,Volt3_V,Volt4_V,Set_Rudder_deg,Actual_Rudder_deg,pH,Water_Temp,Salinity
2025-09-29T15:12:20.512229,12.681,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,0,26.033,41.537
2025-09-29T15:12:26.650102,18.819,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,0,94.038,45.869
2025-09-29T15:12:32.784263,24.953,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,0,94.038,45.869
2025-09-29T15:12:38.617271,30.786,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,10.0,39.065,45.869
2025-09-29T15:12:44.767505,36.936,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,10.0,39.065,45.869
2025-09-29T15:12:51.143927,43.313,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,10.0,79.531,36.266
2025-09-29T15:12:57.298744,49.468,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,10.0,79.531,36.266
2025-09-29T15:13:03.246856,55.416,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,7.0,56.093,36.266
2025-09-29T15:13:09.368969,61.538,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,7.0,56.093,36.266
2025-09-29T15:13:15.754139,67.923,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,7.0,136.378,58.945
2025-09-29T15:13:21.868765,74.038,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,7.0,136.378,58.945
2025-09-29T15:13:27.600107,79.769,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,6.0,99.714,58.945
2025-09-29T15:13:33.620026,85.789,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,6.0,99.714,58.945
2025-09-29T15:13:39.880018,92.049,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,6.0,113.643,44.202
2025-09-29T15:13:46.026443,98.195,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,6.0,113.643,44.202
2025-09-29T15:13:51.729607,103.898,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,6.0,62.254,44.202
2025-09-29T15:13:52.166284,104.335,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,6.0,62.254,54.033
2025-09-29T15:13:58.562394,110.731,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,6.0,62.254,54.033
2025-09-29T15:14:03.936984,116.106,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,3.0,62.254,54.033
2025-09-29T15:14:04.368842,116.538,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,3.0,93.204,54.033
