Timestamp,Elapsed_Time_s,Temp1_C,Temp2_C,Temp3_C,Volt1_V,Volt2_V,Volt3_V,Volt4_V,Set_Rudder_deg,Actual_Rudder_deg,pH,Water_Temp,Salinity
2025-09-29T15:14:20.872137,8.630,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,0,0,0
2025-09-29T15:14:27.023413,14.782,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,0,0,0
2025-09-29T15:14:32.742908,20.501,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,0,84.874,0
2025-09-29T15:14:33.203278,20.961,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,0,84.874,55.025
2025-09-29T15:14:38.921363,26.679,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,0,107.084,55.804
2025-09-29T15:14:44.970368,32.728,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,9.0,107.084,55.804
2025-09-29T15:14:45.403905,33.162,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,9.0,111.225,55.804
2025-09-29T15:14:51.155860,38.914,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,9.0,69.572,37.033
2025-09-29T15:14:57.368119,45.126,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,9.0,81.298,37.033
2025-09-29T15:15:03.520148,51.278,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,9.0,6.894,57.247
2025-09-29T15:15:09.778833,57.537,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,9.0,41.683,59.23
2025-09-29T15:15:15.871908,63.630,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,2.0,101.399,59.23
2025-09-29T15:15:22.023948,69.782,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,2.0,76.636,42.233
2025-09-29T15:15:27.903147,75.661,1.50,168.41,300.48,1.26,2.40,0.80,1.30,0,0.0,2.0,42696.0,42.233
