Timestamp,Elapsed_Time_s,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,MPPT_curr_hull_port,MPPT_curr_hull_starbd,MPPT_curr_sail_port,MPPT_curr_sail_starbd,Actual_rdr_deg,Set_rdr_deg,Speed_over_gnd,IMU_roll,IMU_pitch,IMU_integral,IMU_derivative,IMU_heading,Desired_heading,Data_wind_spd,Data_wind_dir,pH,Water_Temp,Salinity
2025-11-05T19:37:33.839292,3.370,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-05T19:37:33.840371,3.371,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-05T19:37:34.843924,4.375,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,70.0,70.0,251.99,None,None,None,None,None,None
2025-11-05T19:37:34.845272,4.376,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,70.0,70.0,251.99,None,None,None,None,None,None
2025-11-05T19:37:34.846291,4.377,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,70.0,70.0,251.99,None,21.0,251.0,None,None,None
2025-11-05T19:37:34.847061,4.378,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,70.0,70.0,251.99,None,21.0,251.0,None,None,None
2025-11-05T19:37:36.254361,5.785,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,22.5,18.0,21.0,44.0,-63.01,70.0,70.0,251.99,None,21.0,251.0,None,None,None
2025-11-05T19:37:36.255457,5.786,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,22.5,18.0,21.0,44.0,-63.01,70.0,70.0,251.99,None,21.0,251.0,None,None,None
2025-11-05T19:37:36.256588,5.787,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,31.5,27.0,23.999,61.99,-45.01,80.0,80.0,288.0,None,21.0,251.0,None,None,None
2025-11-05T19:37:36.257820,5.789,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,31.5,27.0,23.999,61.99,-45.01,80.0,80.0,288.0,None,21.0,251.0,None,None,None
2025-11-05T19:37:36.258725,5.790,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,31.5,27.0,23.999,61.99,-45.01,80.0,80.0,288.0,None,24.0,288.0,None,None,None
2025-11-05T19:37:36.259832,5.791,95.0,101.0,123.0,2.85,3.04,3.6,3.8,19.0,20.0,22.0,25.0,31.5,27.0,23.999,61.99,-45.01,80.0,80.0,288.0,None,24.0,288.0,None,None,None
2025-11-05T19:37:36.261168,5.792,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,31.5,27.0,23.999,61.99,-45.01,80.0,80.0,288.0,None,24.0,288.0,None,None,None
2025-11-05T19:37:36.262425,5.793,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,31.5,27.0,23.999,61.99,-45.01,80.0,80.0,288.0,None,24.0,288.0,None,None,None
2025-11-05T19:37:36.263715,5.795,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,89.0,89.0,323.99,None,24.0,288.0,None,None,None
2025-11-05T19:37:36.264850,5.796,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,89.0,89.0,323.99,None,24.0,288.0,None,None,None
2025-11-05T19:37:37.038044,6.569,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,89.0,89.0,323.99,None,27.0,323.0,None,None,None
2025-11-05T19:37:37.038952,6.570,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,89.0,89.0,323.99,None,27.0,323.0,None,None,None
2025-11-05T19:37:37.799084,7.330,120.0,126.0,149.0,3.61,3.8,4.4,4.56,24.0,25.0,27.0,30.0,40.5,36.0,26.999,79.99,-27.01,89.0,89.0,323.99,None,27.0,323.0,None,None,None
2025-11-05T19:37:37.800304,7.331,120.0,126.0,149.0,3.61,3.8,4.4,4.56,24.0,25.0,27.0,30.0,40.5,36.0,26.999,79.99,-27.01,89.0,89.0,323.99,None,27.0,323.0,None,None,None
2025-11-05T19:37:37.801217,7.332,120.0,126.0,149.0,3.61,3.8,4.4,4.56,24.0,25.0,27.0,30.0,49.5,45.0,29.999,97.99,-9.01,99.0,99.0,359.99,None,27.0,323.0,None,None,None
2025-11-05T19:37:37.802111,7.333,120.0,126.0,149.0,3.61,3.8,4.4,4.56,24.0,25.0,27.0,30.0,49.5,45.0,29.999,97.99,-9.01,99.0,99.0,359.99,None,27.0,323.0,None,None,None
2025-11-05T19:37:37.802917,7.334,120.0,126.0,149.0,3.61,3.8,4.4,4.56,24.0,25.0,27.0,30.0,49.5,45.0,29.999,97.99,-9.01,99.0,99.0,359.99,None,30.0,359.0,None,None,None
2025-11-05T19:37:37.803674,7.335,120.0,126.0,149.0,3.61,3.8,4.4,4.56,24.0,25.0,27.0,30.0,49.5,45.0,29.999,97.99,-9.01,99.0,99.0,359.99,None,30.0,359.0,None,None,None
2025-11-05T19:37:39.337634,8.868,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,49.5,45.0,29.999,97.99,-9.01,99.0,99.0,359.99,None,30.0,359.0,None,None,None
2025-11-05T19:37:39.338748,8.870,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,49.5,45.0,29.999,97.99,-9.01,99.0,99.0,359.99,None,30.0,359.0,None,None,None
2025-11-05T19:37:39.340018,8.871,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,89.0,89.0,323.99,None,30.0,359.0,None,None,None
2025-11-05T19:37:39.340864,8.872,107.0,114.0,136.0,3.23,3.42,4.0,4.18,21.0,22.0,25.0,27.0,40.5,36.0,26.999,79.99,-27.01,89.0,89.0,323.99,None,30.0,359.0,None,None,None
