Timestamp,Elapsed_Time_s,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,MPPT_curr_hull_port,MPPT_curr_hull_starbd,MPPT_curr_sail_port,MPPT_curr_sail_starbd,Actual_rdr_deg,Set_rdr_deg,Speed_over_gnd,IMU_roll,IMU_pitch,IMU_integral,IMU_derivative,IMU_heading,Desired_heading,Data_wind_spd,Data_wind_dir,pH,Water_Temp,Salinity
2025-11-05T19:35:57.771729,13.642,6.0,12.0,32.0,0.19,0.38,0.8,1.14,1.0,2.0,5.0,8.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-05T19:35:57.772756,13.643,6.0,12.0,32.0,0.19,0.38,0.8,1.14,1.0,2.0,5.0,8.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2025-11-05T19:35:58.637737,14.508,6.0,12.0,32.0,0.19,0.38,0.8,1.14,1.0,2.0,5.0,8.0,-31.5,-36.0,3.0,-64.0,-171.0,10.0,10.0,36.0,None,None,None,None,None,None
2025-11-05T19:35:58.638852,14.509,6.0,12.0,32.0,0.19,0.38,0.8,1.14,1.0,2.0,5.0,8.0,-31.5,-36.0,3.0,-64.0,-171.0,10.0,10.0,36.0,None,None,None,None,None,None
2025-11-05T19:35:58.639662,14.509,6.0,12.0,32.0,0.19,0.38,0.8,1.14,1.0,2.0,5.0,8.0,-31.5,-36.0,3.0,-64.0,-171.0,10.0,10.0,36.0,None,3.0,36.0,None,None,None
2025-11-05T19:35:58.640352,14.510,6.0,12.0,32.0,0.19,0.38,0.8,1.14,1.0,2.0,5.0,8.0,-31.5,-36.0,3.0,-64.0,-171.0,10.0,10.0,36.0,None,3.0,36.0,None,None,None
2025-11-05T19:35:59.623581,15.493,19.0,25.0,45.0,0.57,0.76,1.2,1.52,4.0,5.0,8.0,10.0,-31.5,-36.0,3.0,-64.0,-171.0,10.0,10.0,36.0,None,3.0,36.0,None,None,None
2025-11-05T19:35:59.624923,15.495,19.0,25.0,45.0,0.57,0.76,1.2,1.52,4.0,5.0,8.0,10.0,-31.5,-36.0,3.0,-64.0,-171.0,10.0,10.0,36.0,None,3.0,36.0,None,None,None
2025-11-05T19:35:59.626143,15.496,19.0,25.0,45.0,0.57,0.76,1.2,1.52,4.0,5.0,8.0,10.0,-22.5,-27.0,6.0,-46.0,-153.0,20.0,20.0,72.0,None,3.0,36.0,None,None,None
2025-11-05T19:35:59.627199,15.497,19.0,25.0,45.0,0.57,0.76,1.2,1.52,4.0,5.0,8.0,10.0,-22.5,-27.0,6.0,-46.0,-153.0,20.0,20.0,72.0,None,3.0,36.0,None,None,None
2025-11-05T19:35:59.627950,15.498,19.0,25.0,45.0,0.57,0.76,1.2,1.52,4.0,5.0,8.0,10.0,-22.5,-27.0,6.0,-46.0,-153.0,20.0,20.0,72.0,None,6.0,72.0,None,None,None
2025-11-05T19:35:59.629015,15.499,19.0,25.0,45.0,0.57,0.76,1.2,1.52,4.0,5.0,8.0,10.0,-22.5,-27.0,6.0,-46.0,-153.0,20.0,20.0,72.0,None,6.0,72.0,None,None,None
2025-11-05T19:36:00.741328,16.611,31.0,38.0,58.0,0.95,1.14,1.6,1.9,6.0,8.0,10.0,12.0,-22.5,-27.0,6.0,-46.0,-153.0,20.0,20.0,72.0,None,6.0,72.0,None,None,None
2025-11-05T19:36:00.743105,16.613,31.0,38.0,58.0,0.95,1.14,1.6,1.9,6.0,8.0,10.0,12.0,-22.5,-27.0,6.0,-46.0,-153.0,20.0,20.0,72.0,None,6.0,72.0,None,None,None
2025-11-05T19:36:00.744921,16.615,31.0,38.0,58.0,0.95,1.14,1.6,1.9,6.0,8.0,10.0,12.0,-13.5,-18.0,9.0,-28.0,-135.0,30.0,30.0,108.0,None,6.0,72.0,None,None,None
2025-11-05T19:36:00.746702,16.617,31.0,38.0,58.0,0.95,1.14,1.6,1.9,6.0,8.0,10.0,12.0,-13.5,-18.0,9.0,-28.0,-135.0,30.0,30.0,108.0,None,6.0,72.0,None,None,None
2025-11-05T19:36:00.748446,16.618,31.0,38.0,58.0,0.95,1.14,1.6,1.9,6.0,8.0,10.0,12.0,-13.5,-18.0,9.0,-28.0,-135.0,30.0,30.0,108.0,None,9.0,108.0,None,None,None
2025-11-05T19:36:00.749672,16.620,31.0,38.0,58.0,0.95,1.14,1.6,1.9,6.0,8.0,10.0,12.0,-13.5,-18.0,9.0,-28.0,-135.0,30.0,30.0,108.0,None,9.0,108.0,None,None,None
2025-11-05T19:36:02.159574,18.029,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-13.5,-18.0,9.0,-28.0,-135.0,30.0,30.0,108.0,None,9.0,108.0,None,None,None
2025-11-05T19:36:02.160905,18.031,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-13.5,-18.0,9.0,-28.0,-135.0,30.0,30.0,108.0,None,9.0,108.0,None,None,None
2025-11-05T19:36:02.161948,18.032,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-4.5,-9.0,12.0,-10.0,-117.0,40.0,40.0,144.0,None,9.0,108.0,None,None,None
2025-11-05T19:36:02.163554,18.033,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-4.5,-9.0,12.0,-10.0,-117.0,40.0,40.0,144.0,None,9.0,108.0,None,None,None
2025-11-05T19:36:02.164996,18.035,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-4.5,-9.0,12.0,-10.0,-117.0,40.0,40.0,144.0,None,12.0,144.0,None,None,None
2025-11-05T19:36:02.166060,18.036,44.0,50.0,71.0,1.33,1.52,2.0,2.28,9.0,10.0,12.0,15.0,-4.5,-9.0,12.0,-10.0,-117.0,40.0,40.0,144.0,None,12.0,144.0,None,None,None
2025-11-05T19:36:03.030214,18.900,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,-4.5,-9.0,12.0,-10.0,-117.0,40.0,40.0,144.0,None,12.0,144.0,None,None,None
2025-11-05T19:36:03.031202,18.901,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,-4.5,-9.0,12.0,-10.0,-117.0,40.0,40.0,144.0,None,12.0,144.0,None,None,None
2025-11-05T19:36:03.032064,18.902,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,4.5,0.0,15.0,8.0,-99.0,50.0,50.0,180.0,None,12.0,144.0,None,None,None
2025-11-05T19:36:03.033130,18.903,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,4.5,0.0,15.0,8.0,-99.0,50.0,50.0,180.0,None,12.0,144.0,None,None,None
2025-11-05T19:36:03.033977,18.904,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,4.5,0.0,15.0,8.0,-99.0,50.0,50.0,180.0,None,15.0,180.0,None,None,None
2025-11-05T19:36:03.034758,18.905,57.0,63.0,84.0,1.71,1.9,2.4,2.66,11.0,12.0,15.0,18.0,4.5,0.0,15.0,8.0,-99.0,50.0,50.0,180.0,None,15.0,180.0,None,None,None
2025-11-05T19:36:03.805899,19.676,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,4.5,0.0,15.0,8.0,-99.0,50.0,50.0,180.0,None,15.0,180.0,None,None,None
2025-11-05T19:36:03.807140,19.677,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,4.5,0.0,15.0,8.0,-99.0,50.0,50.0,180.0,None,15.0,180.0,None,None,None
2025-11-05T19:36:04.565815,20.436,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,13.5,9.0,18.0,25.99,-81.01,60.0,60.0,216.0,None,15.0,180.0,None,None,None
2025-11-05T19:36:04.566795,20.437,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,13.5,9.0,18.0,25.99,-81.01,60.0,60.0,216.0,None,15.0,180.0,None,None,None
2025-11-05T19:36:04.567730,20.438,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,13.5,9.0,18.0,25.99,-81.01,60.0,60.0,216.0,None,18.0,216.0,None,None,None
2025-11-05T19:36:04.568735,20.439,69.0,76.0,97.0,2.09,2.28,2.8,3.04,14.0,15.0,18.0,20.0,13.5,9.0,18.0,25.99,-81.01,60.0,60.0,216.0,None,18.0,216.0,None,None,None
2025-11-05T19:36:05.434103,21.304,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,13.5,9.0,18.0,25.99,-81.01,60.0,60.0,216.0,None,18.0,216.0,None,None,None
2025-11-05T19:36:05.435352,21.305,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,13.5,9.0,18.0,25.99,-81.01,60.0,60.0,216.0,None,18.0,216.0,None,None,None
2025-11-05T19:36:05.436360,21.306,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,70.0,70.0,251.99,None,18.0,216.0,None,None,None
2025-11-05T19:36:05.437451,21.307,82.0,88.0,110.0,2.47,2.66,3.2,3.42,16.0,18.0,20.0,22.0,22.5,18.0,21.0,44.0,-63.01,70.0,70.0,251.99,None,18.0,216.0,None,None,None
