Timestamp,Elapsed_Time_s,CAN_Message
2025-10-11T16:20:46.544511,2.732,can1  110  [02]  E0 2E
2025-10-11T16:20:46.546013,2.734,can1  110  [02]  E0 2E
2025-10-11T16:20:47.092027,3.280,can1  100  [03]  7E 98 11
2025-10-11T16:20:47.093295,3.281,can1  100  [03]  7E 98 11
2025-10-11T16:20:47.095988,3.284,can1  120  [04]  00 0B 6B 1B
2025-10-11T16:20:47.098080,3.286,can1  120  [04]  00 0B 6B 1B
2025-10-11T16:20:48.181465,4.369,can1  110  [02]  C8 32
2025-10-11T16:20:48.182702,4.371,can1  110  [02]  C8 32
2025-10-11T16:20:48.183756,4.372,can1  100  [03]  2E 46 13
2025-10-11T16:20:48.184978,4.373,can1  100  [03]  2E 46 13
2025-10-11T16:20:48.186476,4.374,can1  120  [04]  60 6C D8 1E
2025-10-11T16:20:48.188541,4.376,can1  120  [04]  60 6C D8 1E
2025-10-11T16:20:49.176495,5.364,can1  110  [02]  E0 2E
2025-10-11T16:20:49.177699,5.366,can1  110  [02]  E0 2E
2025-10-11T16:20:49.179058,5.367,can1  100  [03]  7E 98 11
2025-10-11T16:20:49.180093,5.368,can1  100  [03]  7E 98 11
2025-10-11T16:20:49.605010,5.793,can1  120  [04]  00 0B 6B 1B
2025-10-11T16:20:49.606486,5.794,can1  120  [04]  00 0B 6B 1B
2025-10-11T16:20:50.495621,6.683,can1  110  [02]  10 27
2025-10-11T16:20:50.496774,6.685,can1  110  [02]  10 27
2025-10-11T16:20:50.930012,7.118,can1  100  [03]  CE EA 0F
2025-10-11T16:20:50.931260,7.119,can1  100  [03]  CE EA 0F
2025-10-11T16:20:50.932478,7.120,can1  120  [04]  A0 A9 FD 17
2025-10-11T16:20:50.933629,7.121,can1  120  [04]  A0 A9 FD 17
2025-10-11T16:20:51.803030,7.991,can1  110  [02]  28 23
2025-10-11T16:20:51.804967,7.993,can1  110  [02]  28 23
2025-10-11T16:20:51.806175,7.994,can1  100  [03]  1E 3D 0E
2025-10-11T16:20:51.807419,7.995,can1  100  [03]  1E 3D 0E
2025-10-11T16:20:52.246558,8.434,can1  120  [04]  40 48 90 14
2025-10-11T16:20:52.247776,8.436,can1  120  [04]  40 48 90 14
2025-10-11T16:20:53.067775,9.256,can1  110  [02]  40 1F
2025-10-11T16:20:53.069148,9.257,can1  110  [02]  40 1F
2025-10-11T16:20:53.070839,9.259,can1  100  [03]  6E 8F 0C
2025-10-11T16:20:53.072090,9.260,can1  100  [03]  6E 8F 0C
2025-10-11T16:20:53.457797,9.646,can1  120  [04]  E0 E6 22 11
2025-10-11T16:20:53.459047,9.647,can1  120  [04]  E0 E6 22 11
2025-10-11T16:20:54.328435,10.516,can1  110  [02]  70 17
