Timestamp,Elapsed_Time_s,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,Actual_rdr_deg,Set_rdr_deg,pH,Water_Temp,Salinity
2025-11-01T14:46:31.477770,2.519,0,0,0,0,0,0,0,0,0,7.4,0,0
2025-11-01T14:46:32.016630,3.058,0,0,0,0,0,0,0,0,0,7.4,0,0.0
2025-11-01T14:46:32.016918,3.058,0,0,0,0,0,0,0,0,0,7.4,0,0.0
2025-11-01T14:46:32.017243,3.059,0,0,0,0,0,0,0,0,0,7.4,0,0.0
2025-11-01T14:46:32.017436,3.059,0,0,0,0,0,0,0,0,0,7.4,0,0.0
2025-11-01T14:46:32.017615,3.059,0,0,0,0,0,0,0,0,0,7.4,0,0.0
2025-11-01T14:46:32.017793,3.059,0,0,0,0,0,0,0,0,0,7.4,0,0.0
2025-11-01T14:46:32.017979,3.059,0,0,0,0,0,0,0,0,0,7.4,0,0.0
2025-11-01T14:46:32.018154,3.060,0,0,0,0,0,0,0,0,0,7.4,0,0.0
2025-11-01T14:46:32.018315,3.060,0,0,0,0,0,0,0,0,0,7.4,0,0.0
2025-11-01T14:46:32.889408,3.931,0,0,0,0,0,0,0,0,0,7.4,24.538,0.0
2025-11-01T14:46:33.759526,4.801,0,0,0,0,0,0,0,0,0,7.4,24.538,0.0
2025-11-01T14:46:34.024966,5.066,0,0,0,0,0,0,0,0,0,7.4,24.538,0.0
2025-11-01T14:46:34.025517,5.067,0,0,0,0,0,0,0,0,0,7.4,24.538,0.0
2025-11-01T14:46:34.025838,5.067,0,0,0,0,0,0,0,0,0,7.4,24.538,0.0
2025-11-01T14:46:34.026102,5.067,0,0,0,0,0,0,0,0,0,7.4,24.538,0.0
2025-11-01T14:46:34.026343,5.068,0,0,0,0,0,0,0,0,0,7.4,24.538,0.0
2025-11-01T14:46:34.026563,5.068,0,0,0,0,0,0,0,0,0,7.4,24.538,0.0
2025-11-01T14:46:34.026772,5.068,0,0,0,0,0,0,0,0,0,7.4,24.538,0.0
2025-11-01T14:46:34.026949,5.068,0,0,0,0,0,0,0,0,0,7.4,24.538,0.0
2025-11-01T14:46:34.887478,5.929,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:35.838927,6.880,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:36.160794,7.202,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:36.161204,7.203,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:36.162379,7.204,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:36.162541,7.204,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:36.162766,7.204,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:36.163124,7.205,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:36.163363,7.205,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:36.163560,7.205,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:36.163763,7.205,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:36.754499,7.796,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:37.691403,8.733,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:38.273263,9.315,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:38.273582,9.315,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:38.273767,9.315,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:38.273985,9.315,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:38.274206,9.316,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:38.274444,9.316,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:38.274640,9.316,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:38.274834,9.316,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:38.825588,9.867,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:39.756378,10.798,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:40.384682,11.426,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:40.385225,11.427,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:40.385685,11.427,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:40.386063,11.427,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:40.386414,11.428,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:40.386707,11.428,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:40.387010,11.428,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:40.387263,11.429,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:40.387524,11.429,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:40.908011,11.949,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:41.872670,12.914,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:42.204990,13.246,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:42.206280,13.248,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:42.206510,13.248,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:42.206927,13.248,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:42.207134,13.249,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:42.207336,13.249,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:42.207597,13.249,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:42.207800,13.249,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:42.777769,13.819,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:43.789556,14.831,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:44.473645,15.515,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:44.474357,15.516,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:44.474770,15.516,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:44.475082,15.516,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:44.476265,15.518,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:44.476486,15.518,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:44.476783,15.518,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:44.477142,15.519,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:44.477455,15.519,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:45.148139,16.190,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:45.769853,16.811,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:46.326623,17.368,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:46.327156,17.369,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:46.327536,17.369,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:46.327970,17.369,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:46.328217,17.370,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:46.328461,17.370,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:46.328664,17.370,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:46.328861,17.370,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:46.329057,17.370,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:46.915698,17.957,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:47.552361,18.594,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:48.449595,19.491,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:48.450022,19.491,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:48.450357,19.492,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:48.450614,19.492,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:48.450839,19.492,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:48.451057,19.492,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:48.451278,19.493,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:48.451546,19.493,0,0,0,0,0,0,0,0,0,7.4,24.537,0.0
2025-11-01T14:46:49.017180,20.059,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:49.586373,20.628,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:50.474178,21.516,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:50.474716,21.516,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:50.474980,21.516,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:50.475219,21.517,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:50.475552,21.517,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:50.475832,21.517,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:50.476100,21.517,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:50.476413,21.518,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:50.476868,21.518,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:50.826785,21.868,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
2025-11-01T14:46:51.754801,22.796,0,0,0,0,0,0,0,0,0,7.4,24.536,0.0
