Timestamp,Elapsed_Time_s,Temp1,Temp2,Temp3,Volt1,Volt2,Volt3,Volt4,MPPT_curr_hull_port,MPPT_curr_hull_starbd,MPPT_curr_sail_port,MPPT_curr_sail_starbd,Actual_rdr_deg,Set_rdr_deg,Speed_over_gnd,IMU_roll,IMU_pitch,IMU_integral,IMU_derivative,IMU_heading,Desired_heading,Data_wind_spd,Data_wind_dir
2025-11-08T01:11:59.418065,3.481,20.01,571.46,20.29,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,None,None,None,None,None,None,None,None,None,None,None
2025-11-08T01:11:59.419594,3.482,20.01,571.46,20.29,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,None,None
2025-11-08T01:12:00.373011,4.436,20.01,571.46,20.29,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,None,None
2025-11-08T01:12:00.373849,4.436,20.01,571.46,20.29,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,None,None
2025-11-08T01:12:00.375084,4.438,20.01,571.46,20.29,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.376901,4.439,20.01,571.46,20.23,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.377664,4.440,20.01,571.46,20.23,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.380090,4.443,20.01,571.46,20.23,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.382883,4.445,20.01,571.46,20.23,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.383447,4.446,19.99,508.41,20.23,3.24,3.23,3.23,3.28,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.383935,4.446,19.99,508.41,20.23,3.24,3.23,3.23,3.28,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.384334,4.447,19.99,508.41,20.23,3.24,3.23,3.23,3.28,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.384805,4.447,19.99,508.41,20.23,3.24,3.23,3.23,3.28,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.385321,4.448,20.01,565.38,20.23,3.23,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.389182,4.452,20.01,565.38,20.23,3.23,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.390010,4.453,20.01,565.38,20.23,3.23,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.392955,4.456,20.01,565.38,20.23,3.23,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.395343,4.458,19.97,565.38,20.25,3.28,3.19,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.397289,4.460,19.97,565.38,20.25,3.28,3.19,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.399294,4.462,19.97,565.38,20.25,3.28,3.19,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.402080,4.465,19.97,565.38,20.25,3.28,3.19,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.405587,4.468,19.97,565.38,20.25,3.28,3.19,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.406506,4.469,20.03,565.38,20.25,3.22,3.25,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.407018,4.470,20.03,565.38,20.25,3.22,3.25,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.407501,4.470,20.03,565.38,20.25,3.22,3.25,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.407899,4.470,20.03,565.38,20.25,3.22,3.25,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.411180,4.474,19.99,571.46,20.21,3.25,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.412447,4.475,19.99,571.46,20.21,3.25,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:00.414255,4.477,19.99,571.46,20.21,3.25,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.517755,5.580,19.99,571.46,20.21,3.25,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.519743,5.582,20.06,565.38,20.23,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.520667,5.583,20.06,565.38,20.23,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.521341,5.584,20.06,565.38,20.23,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.522086,5.585,20.06,565.38,20.23,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.522830,5.585,20.06,565.38,20.23,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.523544,5.586,19.99,508.41,20.25,3.24,3.24,3.22,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.524278,5.587,19.99,508.41,20.25,3.24,3.24,3.22,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.524840,5.587,19.99,508.41,20.25,3.24,3.24,3.22,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.526242,5.589,20.01,581.99,20.27,3.24,3.23,3.25,3.25,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.527212,5.590,20.01,581.99,20.27,3.24,3.23,3.25,3.25,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:01.527971,5.591,20.01,581.99,20.27,3.24,3.23,3.25,3.25,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:01.528731,5.591,20.01,581.99,20.27,3.24,3.23,3.25,3.25,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:01.530078,5.593,20.01,581.99,20.27,3.24,3.23,3.25,3.25,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:01.530941,5.593,20.01,581.99,20.27,3.25,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:01.533083,5.596,20.01,581.99,20.27,3.25,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:01.534291,5.597,20.01,581.99,20.27,3.25,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:01.536916,5.599,20.01,581.99,20.27,3.25,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.537788,5.600,20.01,581.99,20.27,3.25,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.538639,5.601,20.01,565.38,20.21,3.24,3.23,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.540135,5.603,20.01,565.38,20.21,3.24,3.23,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.541186,5.604,20.01,565.38,20.21,3.24,3.23,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.542022,5.605,20.08,581.99,20.23,3.24,3.23,3.23,3.23,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.542806,5.605,20.08,581.99,20.23,3.24,3.23,3.23,3.23,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.543641,5.606,20.08,581.99,20.23,3.24,3.23,3.23,3.23,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.544426,5.607,20.08,581.99,20.23,3.24,3.23,3.23,3.23,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.545236,5.608,20.08,581.99,20.23,3.24,3.23,3.23,3.23,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.547076,5.610,19.97,565.38,20.38,3.24,3.25,3.22,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:01.548003,5.611,19.97,565.38,20.38,3.24,3.25,3.22,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.337607,6.400,19.97,565.38,20.38,3.24,3.25,3.22,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.338174,6.401,19.97,565.38,20.38,3.24,3.25,3.22,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.338672,6.401,19.97,565.38,20.38,3.24,3.25,3.22,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.339291,6.402,20.01,565.38,20.27,3.24,3.22,3.23,3.25,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.342266,6.405,20.01,565.38,20.27,3.24,3.22,3.23,3.25,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.343136,6.406,20.01,565.38,20.27,3.24,3.22,3.23,3.25,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.344277,6.407,19.99,575.21,20.23,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.345188,6.408,19.99,575.21,20.23,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.346234,6.409,19.99,575.21,20.23,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.347203,6.410,19.99,575.21,20.23,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.348144,6.411,19.99,575.21,20.23,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.349463,6.412,20.03,571.46,20.21,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.350519,6.413,20.03,571.46,20.21,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.351476,6.414,20.03,571.46,20.21,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.352382,6.415,20.03,571.46,20.21,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:02.353792,6.416,20.03,571.46,20.21,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:02.360032,6.423,19.99,508.41,20.25,3.24,3.24,3.22,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:02.361179,6.424,19.99,508.41,20.25,3.24,3.24,3.22,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:02.362250,6.425,19.99,508.41,20.25,3.24,3.24,3.22,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:03.149353,7.212,19.99,508.41,20.25,3.24,3.24,3.22,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:03.150730,7.213,19.97,508.41,20.25,3.24,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:03.151658,7.214,19.97,508.41,20.25,3.24,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,2.0
2025-11-08T01:12:03.152463,7.215,19.97,508.41,20.25,3.24,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:03.153290,7.216,19.97,508.41,20.25,3.24,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:03.154102,7.217,20.03,565.38,20.25,3.24,3.24,3.22,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:03.155215,7.218,20.03,565.38,20.25,3.24,3.24,3.22,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:03.156138,7.219,20.03,565.38,20.25,3.24,3.24,3.22,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:03.156990,7.220,20.03,565.38,20.25,3.24,3.24,3.22,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:03.157937,7.220,20.03,565.38,20.21,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:03.158827,7.221,20.03,565.38,20.21,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:03.159788,7.222,20.03,565.38,20.21,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,93.0
2025-11-08T01:12:03.160689,7.223,20.03,565.38,20.21,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,93.0
2025-11-08T01:12:03.161533,7.224,20.03,565.38,20.21,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,93.0
2025-11-08T01:12:03.162468,7.225,19.99,565.38,20.27,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,93.0
2025-11-08T01:12:03.163372,7.226,19.99,565.38,20.27,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,93.0
2025-11-08T01:12:03.164797,7.227,19.99,565.38,20.27,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,93.0
2025-11-08T01:12:03.168195,7.231,19.99,565.38,20.27,3.23,3.24,3.23,3.26,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:03.170072,7.233,19.99,508.41,20.21,3.24,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:03.171647,7.234,19.99,508.41,20.21,3.24,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:03.174218,7.237,19.99,508.41,20.21,3.24,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.010248,8.073,19.99,508.41,20.21,3.24,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.011713,8.074,19.97,565.38,20.27,3.23,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.012769,8.075,19.97,565.38,20.27,3.23,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.013634,8.076,19.97,565.38,20.27,3.23,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.014430,8.077,19.97,565.38,20.27,3.23,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.014983,8.078,19.97,565.38,20.27,3.23,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.015681,8.078,19.99,577.97,20.23,3.23,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.016226,8.079,19.99,577.97,20.23,3.23,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.018163,8.081,19.99,577.97,20.23,3.23,3.24,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.019283,8.082,20.03,508.41,20.25,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.020202,8.083,20.03,508.41,20.25,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.021014,8.084,20.03,508.41,20.25,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
2025-11-08T01:12:04.021910,8.084,20.03,508.41,20.25,3.24,3.23,3.23,3.27,0.0,0.0,0.0,0.0,29.17,30.0,0.5,0.0,0.0,10000.0,0.0,180.0,None,0.0,47.0
